id,url,title,category_id,created_at,updated_at,strength,last_added_at,contents_preview,thumbnail,summaries_count,user_articles_count,cluster_id,auto_summary_error_status
141,http://zasshi.news.yahoo.co.jp/article?a=20131003-00020836-toyo-bus_all,"200人希望退職でも収まらぬグリーの不安 （東洋経済オンライン） - Yahoo!ニュース",8,"2013-10-03 22:12:03.754163","2013-11-04 07:25:31.907499",1,"2013-10-03 22:12:03.797009","
業績不振のグリー <3632> が、大阪オフィスの閉鎖に続き、初の希望退職実施にも踏み切る。募集人員は、単体従業員の1割強に当たる約200名。対象となるのは管理部門が中心で、開発や営業部門は該当しない。募集期間は10月9日から10月28日までで、退職日は11月30日を予定している。10月2日開催の取締役会で決議し、18時に適時開示を行った。 グリーには退職金制度が存在しない。今回の募集に応じて辞",http://amd.c.yimg.jp/im_sigg.sIctMGmbJwQ31pOmrfOfw---x200-y133-q90/amd/20131003-00020836-toyo-000-6-view.jpg,,,144,
142,http://headlines.yahoo.co.jp/hl?a=20131003-00000305-oric-ent,"堺雅人、半沢を「台無しにしたい」　『リーガルハイ』に自信満々 （オリコン） - Yahoo!ニュース",2,"2013-10-03 22:39:36.186366","2013-11-04 07:25:31.970789",1,"2013-10-03 22:39:36.226035","
俳優・堺雅人が3日、都内で行われたフジテレビ系ドラマ『リーガルハイ』(10月9日スタート、毎週水曜 後10:00※初回30分拡大)の完成披露試写会後、舞台あいさつに登壇。7月クールの主演ドラマ『半沢直樹』(TBS系)が「倍返し」などの流行語を生み、社会現象を巻き起こした堺は、開口一番「銀行員時代に培ったすべてをこの番組で台無しにしたいと思います」とユーモアを交え、同作でお堅い半沢のイメージからの",http://amd.c.yimg.jp/im_siggqOu5dqw6J6eQVroiffKOOQ---x142-y200-q90/amd/20131003-00000305-oric-000-13-view.jpg,,,359,
143,http://news.mynavi.jp/series/shinkon/001/index.html,"嫁へ行くつもりじゃなかった——私の新婚日記 (1) いつまで新婚でいるつもり? | マイナビニュース",6,"2013-10-04 14:10:45.934904","2013-11-04 07:25:32.025836",0,"2013-10-05 01:49:24.694862","隠してません
昨年8月に知人からプロポーズされて、交際期間0日のまま準備を進め、今年の4月25日に婚姻届を提出した。一緒に暮らしはじめて半年以上が経ち、8月には俗に言う結婚披露パーティーというやつも済ませた。いわゆる「新婚ホヤホヤ」状態なのだが、周囲にそう伝えたときの大興奮とは裏腹に、当人には今ひとつ実感がない。
最近よく「ええっ、結婚したの!? この春!? やだ、新婚さんじゃない、んもー、早く言",no_image.png,,,177,
144,http://news.mynavi.jp/news/2013/10/03/180/index.html,"やられてなくてもやり返す! 堺雅人主演『リーガルハイ』の予告CMが話題に | マイナビニュース",8,"2013-10-04 14:12:37.294178","2013-11-04 07:25:32.077993",1,"2013-10-04 14:12:37.328839","俳優･堺雅人主演のフジテレビ系ドラマ『リーガルハイ』(10月9日スタート 毎週水曜22:00～22:54)の予告CMで、堺演じる弁護士･古美門研介のセリフ「やられてなくてもやり返す!」が話題になっている。
「なんの罠だ…なんの茶番なんだよこれは!」という古美門の絶叫ではじまる予告CM。古美門とのデコボココンビでおなじみの熱血弁護士･黛真知子(新垣結衣)をはじめ、保険金殺人の罪で死刑判決を受けた""世",no_image.png,,,177,
145,http://zasshi.news.yahoo.co.jp/article?a=20130927-00000124-playboyz-soci,"急増する“プチぼったくり居酒屋”に気をつけろ！ （週プレNEWS） - Yahoo!ニュース",6,"2013-10-05 01:56:02.221390","2013-11-04 07:25:32.135412",1,"2013-10-05 01:56:02.268802","
昔から飲み屋のトラブルで後を絶たないのが「ぼったくり」だ。「円ぽっきり!」という客引きの威勢のいい言葉に誘われて入店したものの、お会計の際にはその何倍もの額を請求され、断ろうものなら店の奥からコワ〜いお兄さんが……。
現在、このような悪質店は、取締りにより徐々に姿を消しつつある。一方で増えているのが、「あれ、予想していた額よりちょっと多くない?」くらいのきわどい商法をするプチぼったくり店だ。
今",http://amd.c.yimg.jp/im_sigg7EfbOVP75ajw0911ynwL2w---x200-y150-q90/amd/20130927-00000124-playboyz-000-1-thumb.jpg,,,495,
146,http://nikkan-spa.jp/496258,"ネット墓地にハイテク墓地。最新の墓地事情とは？ | 日刊SPA!",8,"2013-10-05 01:57:04.284707","2013-11-04 07:25:32.183798",1,"2013-10-05 01:57:04.337577","
どんなにノンキに生きていても、30～40代ともなれば葬式に出る機会も増えてくる。親だっていつまでも元気とは限らない。もしかしたら明日、いきなり喪主を務めるハメになるかもしれない。そんな、いざというときのために知っておきたい葬式とお墓に関するお役立ち情報を専門家に聞く!
人生いろいろ、お墓もいろいろ［お墓事情］驚リポート
【ニューデザインお墓】
最近は四角四面の墓石じゃなく、デザインに凝ったお墓も",http://nikkan-spa.jp/wp-content/uploads/2013/09/casino01-160x160.jpg,,,418,
147,http://zasshi.news.yahoo.co.jp/article?a=20130928-00010001-bjournal-bus_all,"コンビニのトイレの秘密〜使用NG店舗の事情、アノ貼り紙に隠された狙い （Business Journal） - Yahoo!ニュース",8,"2013-10-06 06:32:10.496201","2013-11-04 07:25:32.473577",1,"2013-10-06 06:32:10.541094","
コンビニを利用する客が、「コンビニで最も嫌な思いをしたのは?」という質問に対してよく挙げるのが、「トイレを我慢して、やっとコンビニにたどり着いたのに、トイレを貸してもらえなかった」ということだ。
極限状態でやっと探し当てたオアシスで、トイレを貸してもらえなかったその時の憎悪は、その客の我慢した分と比例し増大する。そしてそれは、貸してくれなかった店舗だけではなく、そのチェーン全店に対する憎悪につな",http://amd.c.yimg.jp/im_siggPWeZq5BHLx8kHY4Ki_MKCQ---x200-y150-q90/amd/20130928-00010001-bjournal-000-1-view.jpg,,,413,
148,http://d.hatena.ne.jp/yutakikuchi/20130606/1370475477,"一日も早く起業したい人が「やっておくこと、知っておくべきこと」読了 - Yuta.Kikuchiの日記",8,"2013-10-06 22:21:48.807678","2013-11-04 07:25:32.536232",1,"2013-10-06 22:21:48.879741","一日も早く起業したい人が「やっておくこと、知っておくべきこと」読了
起業 |  08:37 |   
起業前に
こんにちは、広告配信の最適化で常に頭が一杯な@yutakikucです。平日の深夜に読み進めた本は起業前の初歩的な知識がまとまっているものでした。具体的な起業手順が分かりやすく書いてあるので、実際の作業にとても参考になると思います。[必要なもの]の項目にあるような普通に考えると当たり前の内",no_image.png,,,80,
149,http://r25.yahoo.co.jp/fushigi/wxr_detail/?id=20131006-00032260-r25,"“寒い”と“風邪を引く”のはナゼ | web R25",6,"2013-10-07 14:08:49.627701","2013-11-04 07:25:32.579531",1,"2013-10-07 14:08:49.670761","厚生労働省のインフルエンザ定点報告によると、2009年の月別の患者数は12月がトップ。さらに11月、1月と続き、やはり寒い時期が多いようだ。一方少ない順で見ると6月、5月、7月となっている。寒いと風邪を引くという因果関係は、数字からも読み取れる写真提供/gettyimages
本格的な冬の到来を感じる今日このごろ。周りにはせきをしたり、体調不良で会社を休んだりする人も…。そういえば、一般的に寒くな",http://amd.c.yimg.jp/amd/20131006-00032260-r25-001-1-thumb.jpg,,,487,
150,http://wired.jp/2012/10/29/softbank-sprint/,"ソフトバンクとスプリントが直面する先進国通信市場の課題 «  WIRED.jp",8,"2013-10-07 14:14:50.978648","2013-11-04 07:25:32.628942",1,"2013-10-07 14:14:51.078339","2012.10.29 MON
ソフトバンクとスプリントが直面する先進国通信市場の課題
ソフトバンクのスプリント買収の発表から2週間あまりが過ぎ、過熱した報道も一段落した。しかし、落ち着いて考えてみればみるほど、今回の買収の真意をどう理解すべきか、実に難しい。
別記事「ソフトバンク、米スプリントの買収を正式発表 世界3位の移動体通信事業者へ」より
ソフトバンクが全米第3位の携帯電話会社スプリント・ネ",http://wired.jp/wp-content/uploads/2012/10/water-derivatives-150x150.jpg,,,165,
151,http://irorio.jp/asteroid-b-612/20131007/80699/,"女性が最も浮気をしやすいのは25～34歳の間と判明!!：調査結果 - IRORIO（イロリオ）",6,"2013-10-07 14:15:15.205720","2013-11-04 07:25:32.685328",1,"2013-10-07 14:15:15.254011","男性のみなさん、女性は浮気をしない生き物だと思っていないだろうか。夢を壊すようで悪いが、そんなことは決してない。女性だって男性と同じくらい浮気をするが、ただそれを武勇伝として人にベラベラ話さないだけなのだ。
それでもまだ、「うちの妻だけは!」「オレの彼女だけはそんなことしない!」なんて考えている男性に、耳寄りな調査結果をご報告。不倫専門の出会い系サイトAshley Madisonが1万245人の",http://imgassets.com/irorio/uploads/2013/10/e2ae6a7887bec0a3016a987a2e351998.jpg,,,391,
152,http://acro-engineer.hatenablog.com/entry/2013/10/08/121636,"試して学ぶ Backbone.js 入門のまとめ - Taste of Tech Topics",4,"2013-10-08 10:00:54.038349","2013-11-04 07:25:32.734669",1,"2013-10-08 10:00:54.083156","記事のコンセプト
タイトルに含めた通り、実際にコードを書いて試してみることでBackbone.jsの理解を深めることを一番の目的としています。なので、ぜひ実際に記事の中に出てくるコードを書いて、動かして、コンソールのログや動作を確認することをおススメします。
",http://cdn-ak.f.st-hatena.com/images/fotolife/a/acro-engineer/20131008/20131008001057.png,,,408,
153,http://www.hp-stylelink.com/news/2013/10/20131008.php,"他人にやさしいソースコードの書き方 コーディング規約 JavaScript編 | Web制作会社スタイル",4,"2013-10-08 10:02:28.401989","2013-11-04 07:25:33.006515",1,"2013-10-08 10:02:28.450816","
「なんだ...これ...」
と、自分で書いたソースコードを見返した時に思ったことはありませんか? コメントが無かったり、インデントされてなくて読みづらかったり、変数や関数の名前が適当で、どんな機能なのか検討もつかなかったり...。 そんな風に他人だけでなく自分にも読みづらいコードを作成していませんか?
今回はGoogleのコーディングガイドラインのJavaScript編について紹介しますので、思",http://www.hp-stylelink.com/news/images/20131008_main.jpg,,,417,
154,http://mohayonao.hatenablog.com/entry/2013/10/08/122232,"音楽用CoffeeScriptを作ろう (2) 実行環境の構成 - 音の鳴るブログ",4,"2013-10-08 10:02:41.436583","2013-11-04 07:25:33.058459",1,"2013-10-08 10:02:41.478046","実際に実行できる環境を作った。でもホワイトノイズを聴くしかできない。
CoffeeCollider - GitHub Pages
実行環境はこういう構成になっている。
window がコード(通常使用のJavaScript)を実行する場所
iframe は言語ライブラリの実装場所、CoffeeColliderのコードはここで実行される
worker は信号処理を行う場所
わざわざ iframe を",http://cdn-ak.f.st-hatena.com/images/fotolife/m/mohayonao/20131008/20131008112822.png,,,417,
155,http://kazuna.li/3542,"【回答有り】【自動車メーカー4社聞いてみた】法定速度以上のスピードがでる車を作って販売している理由を自動車メーカー4社に問い合わせしてみた。 | かずなりブログ",8,"2013-10-08 13:46:52.915337","2013-11-04 07:25:33.308744",1,"2013-10-08 13:46:52.997954","気になりました
先日ふと「なんで法定速度以上のスピードがでる車が売っているのかな」という、こんな疑問が浮かんできました。なので、聞いてみました。
聞くまでの経緯はこちら 【自動車メーカー4社聞いてみた】法定速度以上のスピードがでる車を作って販売している理由を自動車メーカー4社に問い合わせしてみた。
問い合わせ本文
少しばかり気にしている人もいらっしゃったので回答をご報告いたします。まず僕が問い合わ",http://kazuna.li/wp-content/uploads/toyota-570x379.png,,,13,
156,http://japan.cnet.com/news/society/35038222/,"新100ドル札が流通開始--多彩な技術で偽造困難に - CNET Japan",4,"2013-10-08 14:38:50.388231","2013-11-04 07:25:33.376394",1,"2013-10-08 14:38:50.433810"," 色鮮やかにデザインを一新した新100ドル札が、米国時間10月8日に流通を開始する。
米連邦準備制度理事会(FRB)は、セキュリティのための特徴を多数備える新100ドル紙幣を発行すると発表していた。最も注目すべきは、青い3Dのセキュリティリボンと、傾けると色が変わる自由の鐘の図柄だ。
セキュリティリボンは本物かどうかを確認しやすくするためのもので、偽造がさらに難しくなっているという。これは紙幣に織",no_image.png,,,249,
157,http://qiita.com/GenTamura84/items/ae33c5714a304738e9b3,"
      Ruby - Railsに手作業でアイコンフォントを導入する方法 - Qiita [キータ]
    ",4,"2013-10-08 15:12:43.266295","2013-11-04 07:25:33.434730",1.15936059859077,"2013-10-11 10:45:51.043652","
Twitter Bootstrap Rails利用していれば、デフォルト(?)でFont Awesomeを利用できますが、
こちらのサイトのアイコンを利用したかったので、試行錯誤してみました。
http://www.tenbytwenty.com/sosa.php
下準備
まずは、上記のサイトからファイルをダウンロード。
app/assetsにfontsという名前のフォルダを作る。
fontsフ",no_image.png,,,165,
158,http://qiita.com/b4b4r07/items/9ea50f9ff94973c99ebe,"
      ShellScript - シェルスクリプトを書くときに気をつける9箇条 - Qiita [キータ]
    ",4,"2013-10-09 12:06:15.015008","2013-11-04 07:25:33.498807",0.783559803543123,"2013-10-12 05:35:49.842167","
あくまでも個人的なものであるので、傍から見るとナンセンスな項目があるかもしれませんが、建設的な意見や批判などは大歓迎なので、コメント欄などからお願いします。
1. グローバル変数は大文字
PATH や HOME など、環境変数が大文字なので、エクスポートする変数を大文字で書くという習慣は一般的であるような気がしますが、エクスポートする変数を抱えるシェルスクリプトを作成する機会が稀なので。
グロー",no_image.png,,,165,
159,http://headlines.yahoo.co.jp/hl?a=20131010-00000012-tospoweb-ent,"ジャニーズ解雇！田中聖「下半身露出写真」のネタ元は元ＡＶ女優 （東スポWeb） - Yahoo!ニュース",2,"2013-10-10 15:20:43.288523","2013-11-04 07:25:33.807652",1,"2013-10-10 15:20:43.360290","
ジャニーズ事務所は9日、「度重なる事務所のルール違反行為があったことから、9月30日付にてKAT—TUNの田中聖(27)との専属契約を解除」と発表した。くしくもクビ宣告と同じ日、田中の下半身露出写真が雑誌グラビアを飾っていた。修整入りだが、相当グロテスクなどアップ写真ばかり…。このネタ元は、田中と同い年でかつて付き合いのあった元人気AV女優・倖田梨沙(27)だという。ジャニタレにもモテモテの元カ",http://amd.c.yimg.jp/im_siggdGG9_oIUVbDqM6KVcgjgTg---x166-y200-q90/amd/20131010-00000012-tospoweb-000-6-view.jpg,,,37,
160,http://qiita.com/ken_c_lo/items/4cb49f0fb74e8778804d,"
      git - 英語コミットコメントに使えるオシャレフレーズ集 - Qiita
    ",4,"2013-10-10 15:23:45.941064","2013-11-04 07:25:33.908211",1,"2013-10-10 15:23:45.972073","
英語コミットコメントに使えそうなオシャレフレーズを聞いたので、これを使ってドヤ顔コミットをしたくてやれるチャンスを虎視眈々と狙う毎日です 
v, x, g, z とかこのへんが入ってる単語だとなんかカッコ良さ増す。
tweak とかデザイナーにはだいぶ便利。
単語
意味
",no_image.png,,,165,
161,http://masamitsu-murase.blogspot.jp/2013/05/windows-ruby-2.html,"覚え書き: Windows 上の Ruby 2.0 での sqlite3 の利用",4,"2013-10-11 10:44:28.867472","2013-11-04 07:25:33.967044",1,"2013-10-11 10:44:28.969759","最近は仕事が忙しすぎて、 mruby もブログも触る暇がないですが、久しぶりの備忘録です。
いくつか mruby などでリクエストをいただいていますが、なかなか対応できていなくて、本当にすみません。
MinGW 版 32bit Ruby 2.0 での sqlite3 の利用
2013年5月27日時点では、 sqlite3 の Windows 用 gem (version 1.3.7) には Rub",no_image.png,,,162,
162,http://t.hash.bz/archives/3281249.html,"インターネットでカネを稼ぐ方法は五ツしかない : ミームの死骸を越えてゆけ",8,"2013-10-12 01:04:31.511881","2013-11-04 07:25:34.047337",0.896150501946605,"2013-10-12 05:35:44.998078","",http://www.venturenow.jp/main-img/tsubaki_100913-01-2.jpg,0,,154,
163,http://netallica.yahoo.co.jp/news/20131012-00000301-cyzowoman,"非難殺到の『古畑任三郎 VS SMAP』続編、三谷幸喜がフジへの不満と真相を暴露 - ネタりか",2,"2013-10-12 15:17:04.898493","2013-11-04 07:25:34.104780",1,"2013-10-12 15:17:04.948056","
『SMAP×SMAP』(フジテレビ系)公式サイトより
9月30日、フジテレビ開局55周年特別番組『SMAP GO!GO!』内で放送された『古畑任三郎 VS SMAP その後』。その舞台裏を、演出・脚本を担当した三谷幸喜が、10日付の朝日新聞夕刊の連載「三谷幸喜のありふれた生活」で明かしている。1999年に放送された作品の14年ぶりの続編となったが、古畑こと田村正和の復活に期待したファンからは、不",http://amd.c.yimg.jp/amd/20131012-00000301-cyzowoman-000-0-view.jpg,,,63,
164,http://www.cinematoday.jp/page/N0056572,"亀梨和也＆玉置浩二、新ユニット「堀田家 BAND」結成！ - シネマトゥデイ",2,"2013-10-12 15:21:51.774026","2013-11-04 07:25:34.158199",1,"2013-10-12 15:21:51.824457"," [シネマトゥデイ芸能ニュース] 22日、連続ドラマ「東京バンドワゴン～下町大家族物語」の制作発表会見が、日本テレビにて行われ、KAT-TUNの亀梨和也と玉置浩二が「堀田家 BAND」としてスペシャルユニットを結成し、11月6日にシングル「サヨナラありがとう」をリリースすることを発表した。
亀梨和也&玉置浩二、新ユニット「堀田家 BAND」結成! 画像ギャラリー
亀梨、玉置のほか、出演者の多部未華",http://s.cinematoday.jp/res/N0/05/65/v1379825793/N0056572.jpg,0,,312,
165,http://morizyun.github.io/blog/count-order-active-record-rails/,"ActiveRecordでgroup byしてカウントをして、カウント数でorderする - 酒と泪とRubyとRailsと",4,"2013-10-13 05:27:50.685835","2013-11-04 07:25:34.491443",1,"2013-10-13 05:27:50.881343","今回は本当に自分用のメモです。ActiveRecordで特定のカラムをgroup byしてカウントして、そのカウント数を元にorder byして、配列で取得する手順です。日本語おかしいと思いますんで、コードでw
",http://ws.assoc-amazon.jp/widgets/q?_encoding=UTF8&ASIN=4839921946&Format=_SL160_&ID=AsinImage&MarketPlace=JP&ServiceVersion=20070822&WS=1&tag=morizyun00-22,1,,414,
166,http://www.nikkei.com/article/DGXZZO60964820R11C13A0000000/,"理不尽ＣＳ、巨人が負けたら変わるのか　　：日本経済新聞",8,"2013-10-13 06:53:39.948093","2013-11-04 07:25:34.543629",1,"2013-10-13 06:53:40.052978"," プロ野球はクライマックスシリーズ(CS)、日本シリーズという1年のヤマ場を迎える。レギュラーシーズン大詰めのパ・リーグ、西武―ロッテの最終戦は2、3位を決める直接対決となり、大入り満員になるほど盛り上がった。
",no_image.png,2,2,271,
167,http://b.hatena.ne.jp/entry/bobcoffee.hatenadiary.com/entry/2013/10/13/091908,"はてなブックマーク - 貧乏人はこれを買え。-オススメする健康家電5品 - 貧乏人は麦を食え。年収２００万円時代を生きる方法-bobcoffeeの麦食指南",6,"2013-10-13 06:56:11.485756","2013-11-04 07:25:34.622954",0,"2013-10-13 07:42:00.247213","",no_image.png,1,0,65,
168,http://juggly.cn/archives/97135.html,"Xperia Z SO-02EのAndroid 4.2アップデートは10月15日に実施される予定らしい | juggly.cn",4,"2013-10-13 07:12:24.568632","2013-11-04 07:25:34.694932",1,"2013-10-13 07:41:58.832016","
Xperia Z SO-02EのAndroid 4.2アップデートが週明けの10月15日に実施されるというクチコミが価格.comに投稿されていました。
情報元はドコモショップの店員さんとされています。配信時刻は15日18時以降らしいのですが、Xperia Aの場合は午前中に開始されていたので、Xperia Zも午前中に配信開始となる可能性があります。
ショップ店員が明かしたAndroid 4.2",no_image.png,1,1,228,
169,https://qiita.com/tags,"
      タグ一覧 - Qiita [キータ]
    ",4,"2013-10-13 09:44:06.326999","2013-11-04 07:25:34.751626",1,"2013-10-13 09:44:06.439353","Qiitaに登録されているタグの一覧です。JavaScript、Ruby、PHP、iPhone、Android、Vim、Emacs、Objective-C、CoffeeScript、gitなど、Qiitaでは毎日様々なジャンルの投稿がされています。気になるタグを探してフォローしてみましょう。
",no_image.png,3,2,165,
170,http://matome.naver.jp/odai/2138157703873980001,"ノンタンの使用機材まとめ - NAVER まとめ",8,"2013-10-13 09:46:27.153623","2013-11-04 07:25:34.793527",0,"2013-10-13 14:19:18.271865","元気な猫の男の子ノンタンを主人公とした絵本のシリーズで、1976年に最初の絵本『ノンタンぶらんこのせて』が刊行。その後、絵本はもちろんのこと、CD、テレビアニメ、キャラクター商品などでも人気を博している。(Wikipediaより)きっと、誰でも一度は目にした事あるノンタン。子供の頃を思い出して懐かしい人も多いと思います。
",no_image.png,1,0,503,
171,http://www.appbank.net/2013/10/13/iphone-news/677392.php,"iPhone付属イヤフォン「EarPods」は高機能！タダのイヤフォンじゃないんです。 - たのしいiPhone！ AppBank",4,"2013-10-13 09:49:37.241094","2013-11-04 07:25:34.901531",1,"2013-10-13 09:49:37.397681","iPhoneを買ったみなさん、EarPodsを箱に入れたままにしていませんか?
iPhone付属の「EarPods」。ただのオマケと思ったら大間違い!iPhoneの色々な操作ができる高機能イヤフォンなんです。
ツルンとしているのに、つけやすく落ちにくい形や付属品と思えない音質など。EarPodsのいいところ、色々紹介していきますっ!
付けやすく、外れにくい形
まずEarPodsを見て気づくのは、タ",http://imgc.appbank.net/c/wp-content/uploads/2013/10/pauls1007earpds-1.jpg,2,1,478,
